,0
n,882
Col_PLASMID,0.0007342598940678348
IncB_PLASMID,4.9728696319370343e-05
IncC_PLASMID,8.096370740083087e-12
IncFIA_PLASMID,1.989723209081728e-06
IncFIB_PLASMID,6.519854210991872e-12
IncFII_PLASMID,0.00010873789797759028
IncI_PLASMID,6.483961214428122e-05
IncN_PLASMID,1.0600063492383257e-05
IncQ_PLASMID,6.051265390587493e-13
IncX_PLASMID,8.755745146075675e-05
IncY_PLASMID,4.6008645162306856e-05
aac_AMR,6.681805284008337e-05
aap_VIR,8.467701278917753e-14
amp_AMR,1.7183814828904705e-05
ant_AMR,1.6971780612245485e-13
aph_AMR,5.467489442313213e-07
arr_AMR,1.0250884714390119e-12
ast_VIR,7.049149073337196e-07
blaCMY_AMR,8.096846603389951e-15
blaCTX-M-14_AMR,1.902612454449643e-14
blaCTX-M-15_AMR,7.90608778015791e-05
blaCTX-M-27_AMR,0.0005497658913563243
blaCTX-M_AMR,4.1139098488169153e-14
blaKPC_AMR,6.409311943754016e-13
blaOXA_AMR,0.00026258735562806064
blaTEM_AMR,4.464445698655192e-06
cap_VIR,7.253419831960596e-15
cat_AMR,8.276639556482883e-11
cml_AMR,7.253553824579589e-13
cva_VIR,8.746574308446374e-05
dfr_AMR,2.7983201639715304e-07
emr_STRESS,2.6352826665259782e-06
erm_AMR,3.44689552845906e-15
fde_VIR,4.2517280228158644e-05
glp_AMR,7.0217063795867274e-06
gyr_AMR,0.0020290948609416187
ibe_VIR,5.966105052237354e-13
iha_VIR,1.6935895503373356e-12
ire_VIR,9.32708239460915e-16
iro_VIR,5.390125792876576e-05
iss_VIR,0.00012802056053409972
iuc_VIR,0.0001354364880967138
iut_VIR,3.001270235736544e-15
mch_VIR,3.605438697653683e-05
mdt_AMR,0.00016349392535801844
mer_STRESS,0.0001191912927864138
mph_AMR,1.2710444575260668e-12
p0111_PLASMID,5.895596193089701e-15
pap_VIR,2.6703647788026916e-15
par_AMR,2.691160705166313e-05
pmr_AMR,5.067547294735915e-11
qnr_AMR,1.5900787373243387e-06
sat_AMR,9.148853530624622e-16
sat_VIR,0.00010577748672345726
sen_VIR,5.261205278837326e-13
sfa_VIR,6.520916706241489e-14
ssl_VIR,1.0176406290237695e-05
sul_AMR,0.00022873646880041388
tet(A)_AMR,0.0005079053882927359
tet(B)_AMR,0.00010280805260607463
ymg_STRESS,2.298592420420104e-06
blood_META,2.6016423583122197e-05
PRJNA248737_META,0.0008520100122737632
PRJNA278886_META,1.1423484860233918e-07
PRJNA288601_META,0.0007713292906630344
PRJNA381936_META,0.00028929621078087184
PRJNA448593_META,3.009534788735572e-14
PRJNA475142_META,1.7079791553858146e-13
PRJNA475751_META,0.00014773412134238097
PRJNA530580_META,8.447956258854225e-13
PRJNA530794_META,3.242810996797377e-05
PRJNA578285_META,0.0017515575394633006
PRJNA592372_META,0.0001991485895076073
PRJNA658369_META,8.286432454104508e-05
PRJNA809394_META,6.458128252842384e-05
PRJNA824420_META,9.777703887332411e-05
PRJNA836696_META,1.3059653884248376e-05
aad-qac_AMR,6.329788906084398e-06
cnf-hly_VIR,0.0010162571474519883
blaNDM-ble_AMR,1.7848100626745566e-06
trx-kef-psi_STRESS,8.615657075780552e-07
agg-aar-aat_VIR,1.2697660555581426e-15
afa-nfa_VIR,0.00015532745995624773
time_fitness,0.009234948391288304
random_fitness,0.0771615230420737
AMR,0.0040977453906820135
Plasmid Replicon,0.0011920653749401388
Virulence,0.0013896521032650399
Stress,0.00012489542074335842
Background,0.004679221539313143
Time,0.009234948391288304
Random,0.0771615230420737
AMR_MULT_FITNESS,1.1813134208315355
Plasmid Replicon_MULT_FITNESS,1.0538928593190242
Virulence_MULT_FITNESS,1.1217738510218256
Stress_MULT_FITNESS,1.033987754887689
Background_MULT_FITNESS,1.0155740317179571
Time_MULT_FITNESS,1.1766370497416947
Random_MULT_FITNESS,1.2311395982068936
AMR_Plasmid Replicon_COV,-0.0002262341003099359
AMR_Virulence_COV,-0.00044562623708733616
AMR_Stress_COV,-0.00037829165473955007
AMR_Background_COV,0.0006487222765318031
AMR_Time_COV,8.693440985083726e-05
AMR_Random_COV,0.00273315539110656
Plasmid Replicon_Virulence_COV,-0.0005446538387809555
Plasmid Replicon_Stress_COV,4.636102765585261e-05
Plasmid Replicon_Background_COV,-0.00041074777502156986
Plasmid Replicon_Time_COV,0.0006955039411218364
Plasmid Replicon_Random_COV,-0.002242985517529659
Virulence_Stress_COV,-3.922584290534447e-06
Virulence_Background_COV,-0.00013190856766156082
Virulence_Time_COV,0.00015384894554071573
Virulence_Random_COV,0.002348071058375693
Stress_Background_COV,-3.4632925111643564e-05
Stress_Time_COV,-1.1887812264973732e-05
Stress_Random_COV,-0.0006096071278961377
Background_Time_COV,-0.009894539227168764
Background_Random_COV,0.005412544254825924
Time_Random_COV,-0.007686457212639299
TOTAL,0.08738369798681299
TOTAL_DIRECT,
TOTAL_SUMMED,0.087383697986813
LINEAR_AVG_FIT,0.7535064989023316
LINEAR_VAR_FIT,0.08728462349929961
TOTAL_NO_COV,0.0978800512623057
FRAC_AMR,0.0418649698057533
FRAC_PLASMID REPLICON,0.012178838890731267
FRAC_VIRULENCE,0.014197500771029986
FRAC_STRESS,0.0012760048562771497
FRAC_BACKGROUND,0.0478056711144689
FRAC_TIME,0.09434964808651206
FRAC_RANDOM,0.7883273664752273
FRAC_MODEL,0.21167263352477267
FRAC_GENETIC,0.0695173143237917
FRAC_BGTIME,0.14215531920098096
