,0
n,1825
Col_PLASMID,0.0007433799355258446
IncB_PLASMID,5.351863968886724e-05
IncC_PLASMID,7.824163088822334e-12
IncFIA_PLASMID,2.371433860318833e-06
IncFIB_PLASMID,5.936854010830511e-12
IncFII_PLASMID,0.00010976794466422333
IncI_PLASMID,5.974462002547024e-05
IncN_PLASMID,1.047402667613067e-05
IncQ_PLASMID,7.047041394206653e-13
IncX_PLASMID,7.497391646674397e-05
IncY_PLASMID,3.409361241881026e-05
aac_AMR,6.240034998887183e-05
aap_VIR,1.4246979219721541e-13
amp_AMR,7.3007398638612145e-06
ant_AMR,1.4766343123746263e-13
aph_AMR,5.107851067556842e-07
arr_AMR,6.130749350704841e-13
ast_VIR,8.290975534343973e-07
blaCMY_AMR,7.82523084566235e-15
blaCTX-M-14_AMR,1.9035473992806202e-14
blaCTX-M-15_AMR,6.839640669278325e-05
blaCTX-M-27_AMR,0.0004420403500446525
blaCTX-M_AMR,2.3959300052409835e-14
blaKPC_AMR,6.642061069257556e-13
blaOXA_AMR,0.00020680507650267066
blaTEM_AMR,4.459812049814979e-06
cap_VIR,1.2439588863939923e-14
cat_AMR,6.550760989555023e-11
cml_AMR,6.511830408305971e-13
cva_VIR,0.00016607193127669812
dfr_AMR,2.883923219304944e-07
emr_STRESS,1.0961294662490837e-06
erm_AMR,3.222395816781233e-15
fde_VIR,3.498268414301247e-05
glp_AMR,3.0324078827567727e-06
gyr_AMR,0.0037218488874002456
ibe_VIR,1.4856549511145948e-12
iha_VIR,2.7280259119276032e-12
ire_VIR,1.5364607329620502e-15
iro_VIR,0.000142355185260904
iss_VIR,0.00013818957215484487
iuc_VIR,0.0002093318744632006
iut_VIR,3.778917962228131e-15
mch_VIR,9.982670586446311e-05
mdt_AMR,0.0003402050898482732
mer_STRESS,0.0001391599549453438
mph_AMR,1.276804087478684e-12
p0111_PLASMID,5.696501474107107e-15
pap_VIR,4.192567866426934e-15
par_AMR,6.015531493329957e-05
pmr_AMR,5.505014253083882e-11
qnr_AMR,1.6623988697861103e-06
sat_AMR,7.959984488877108e-16
sat_VIR,0.0001615707905372819
sen_VIR,5.253424297983013e-13
sfa_VIR,1.3382740543907834e-13
ssl_VIR,3.020899651468635e-05
sul_AMR,0.00023844577203830367
tet(A)_AMR,0.0004862155618113592
tet(B)_AMR,0.0001259419616951054
ymg_STRESS,2.998328061183534e-06
blood_META,2.046002543646314e-05
PRJNA248737_META,0.0003813610346628975
PRJNA278886_META,7.969838327843653e-08
PRJNA288601_META,0.0011346622369108872
PRJNA381936_META,0.00031027728655817354
PRJNA448593_META,3.58442875968398e-14
PRJNA475142_META,9.31824880456815e-13
PRJNA475751_META,0.00014468143836910866
PRJNA530580_META,1.866943732007369e-12
PRJNA530794_META,8.873739744671295e-06
PRJNA578285_META,0.0015041334857023433
PRJNA592372_META,0.00015781702166112841
PRJNA658369_META,9.11942312894089e-05
PRJNA809394_META,6.90419288674833e-05
PRJNA824420_META,9.423265719250117e-05
PRJNA836696_META,1.2620087394015984e-05
aad-qac_AMR,6.4947198427810995e-06
cnf-hly_VIR,0.0008069510159802956
blaNDM-ble_AMR,2.2873712166299906e-06
trx-kef-psi_STRESS,8.325990526167678e-07
agg-aar-aat_VIR,2.198576409350241e-15
afa-nfa_VIR,0.00017412787314403634
time_fitness,0.007876446690039193
random_fitness,0.023244577969775165
AMR,0.006871725704237023
Plasmid Replicon,0.0012522034102749645
Virulence,0.0014663925097409304
Stress,0.0001441934350238172
Background,0.004314481353093978
Time,0.007876446690039193
Random,0.023244577969775165
AMR_MULT_FITNESS,1.147448604924108
Plasmid Replicon_MULT_FITNESS,1.0500050919614567
Virulence_MULT_FITNESS,1.114041915773458
Stress_MULT_FITNESS,1.0346430311391452
Background_MULT_FITNESS,1.0048965499770237
Time_MULT_FITNESS,1.046230639722456
Random_MULT_FITNESS,1.0421684573966494
AMR_Plasmid Replicon_COV,0.0003243419392454027
AMR_Virulence_COV,0.0004837312593398737
AMR_Stress_COV,-0.0003994498580262231
AMR_Background_COV,0.00039379264567596453
AMR_Time_COV,0.0021640656013832953
AMR_Random_COV,0.00041889465480479476
Plasmid Replicon_Virulence_COV,0.00011405335680253291
Plasmid Replicon_Stress_COV,3.531473052687737e-05
Plasmid Replicon_Background_COV,-0.0003661611409895314
Plasmid Replicon_Time_COV,0.000583849912431254
Plasmid Replicon_Random_COV,-0.0004381230032016546
Virulence_Stress_COV,7.892144555218756e-05
Virulence_Background_COV,-4.018322967968821e-06
Virulence_Time_COV,0.0006831299471318097
Virulence_Random_COV,0.0007816077768949887
Stress_Background_COV,-0.00010821225298175252
Stress_Time_COV,-3.7270422374422387e-06
Stress_Random_COV,-0.00015608049315801644
Background_Time_COV,-0.0030748305148906667
Background_Random_COV,0.0028802088078001067
Time_Random_COV,0.004909751884078947
TOTAL,0.05447108240539986
TOTAL_DIRECT,
TOTAL_SUMMED,0.054471082405399864
LINEAR_AVG_FIT,0.419769160500044
LINEAR_VAR_FIT,0.05444123523695853
TOTAL_NO_COV,0.04517002107218507
FRAC_AMR,0.15213023020856006
FRAC_PLASMID REPLICON,0.02772200190639384
FRAC_VIRULENCE,0.03246384382680552
FRAC_STRESS,0.0031922374973743163
FRAC_BACKGROUND,0.09551647864407932
FRAC_TIME,0.1743733233476257
FRAC_RANDOM,0.5146018845691613
FRAC_MODEL,0.4853981154308388
FRAC_GENETIC,0.21550831343913376
FRAC_BGTIME,0.26988980199170504
