,0
n,2
Col_PLASMID,0.0007085534686285427
IncB_PLASMID,3.1552159651428876e-05
IncC_PLASMID,1.0588335419616492e-11
IncFIA_PLASMID,1.112479524368127e-06
IncFIB_PLASMID,7.797396015224255e-12
IncFII_PLASMID,0.0001305193227898043
IncI_PLASMID,3.2319138815577495e-05
IncN_PLASMID,1.0443428345876789e-05
IncQ_PLASMID,3.3299282977641575e-13
IncX_PLASMID,6.666464165148823e-05
IncY_PLASMID,4.035799705201298e-05
aac_AMR,5.9095310552707494e-05
aap_VIR,0.0
amp_AMR,0.0
ant_AMR,3.3228338524029283e-13
aph_AMR,3.133981806499346e-07
arr_AMR,3.917068708247054e-13
ast_VIR,7.08686781054071e-07
blaCMY_AMR,2.2361355724061193e-15
blaCTX-M-14_AMR,1.5652476762867876e-14
blaCTX-M-15_AMR,3.561089282557529e-05
blaCTX-M-27_AMR,0.0
blaCTX-M_AMR,5.3801213857074696e-14
blaKPC_AMR,6.236773158277888e-13
blaOXA_AMR,0.0003003964980997304
blaTEM_AMR,3.5945474793058823e-06
cap_VIR,8.48832242924112e-15
cat_AMR,9.886351838012815e-11
cml_AMR,1.3505122684133332e-12
cva_VIR,0.00011587525512639065
dfr_AMR,2.4582840273259467e-07
emr_STRESS,2.471782726701225e-06
erm_AMR,3.393937791559458e-15
fde_VIR,4.823791015271568e-35
glp_AMR,5.134227308994715e-06
gyr_AMR,7.718065624434509e-34
ibe_VIR,0.0
iha_VIR,7.191891153442729e-13
ire_VIR,8.748405416374572e-16
iro_VIR,4.003573010746503e-05
iss_VIR,1.0400400497976717e-05
iuc_VIR,5.566097771849879e-05
iut_VIR,3.1317565249928072e-15
mch_VIR,3.3320104496235307e-05
mdt_AMR,3.6135241252240447e-05
mer_STRESS,6.780930729499087e-05
mph_AMR,1.2234095090851287e-12
p0111_PLASMID,9.629931281790241e-15
pap_VIR,7.5219164666532945e-16
par_AMR,4.823791015271568e-35
pmr_AMR,1.2387798092468495e-10
qnr_AMR,1.4519586130804134e-06
sat_AMR,9.00658280061402e-16
sat_VIR,3.226916612022233e-05
sen_VIR,4.128482474444878e-13
sfa_VIR,0.0
ssl_VIR,0.0
sul_AMR,0.0002047630163470768
tet(A)_AMR,0.0005019938467002878
tet(B)_AMR,0.00010946630508734433
ymg_STRESS,1.623921472237505e-06
blood_META,3.0168529006682396e-05
PRJNA248737_META,0.0004917875015822021
PRJNA278886_META,1.1730435749486382e-07
PRJNA288601_META,0.0015045490691138605
PRJNA381936_META,0.00036810056614436024
PRJNA448593_META,1.851361992923821e-14
PRJNA475142_META,0.0
PRJNA475751_META,0.0002578072722547524
PRJNA530580_META,3.670975377481385e-13
PRJNA530794_META,1.248955016447824e-05
PRJNA578285_META,0.0021286325723553576
PRJNA592372_META,0.0
PRJNA658369_META,0.00010590450887401679
PRJNA809394_META,2.8396921909424683e-05
PRJNA824420_META,0.00015932992206301114
PRJNA836696_META,9.549136348602662e-06
aad-qac_AMR,5.685469445319419e-06
cnf-hly_VIR,0.001422786329887799
blaNDM-ble_AMR,4.190269578188129e-06
trx-kef-psi_STRESS,0.0
agg-aar-aat_VIR,0.0
afa-nfa_VIR,0.00017092219296300755
time_fitness,0.008647166089401331
random_fitness,0.04119878017957431
AMR,0.000814875241275776
Plasmid Replicon,0.0010153324615998307
Virulence,0.0013836994310687208
Stress,7.283404090646569e-05
Background,0.005911669437244313
Time,0.008647166089401331
Random,0.04119878017957431
AMR_MULT_FITNESS,1.1931939529165472
Plasmid Replicon_MULT_FITNESS,1.0382328286866171
Virulence_MULT_FITNESS,1.143550557041925
Stress_MULT_FITNESS,1.0324293319887525
Background_MULT_FITNESS,1.0103086858355934
Time_MULT_FITNESS,1.052716666692373
Random_MULT_FITNESS,1.0711217848499421
AMR_Plasmid Replicon_COV,2.1933455323554307e-05
AMR_Virulence_COV,-6.941730009388787e-05
AMR_Stress_COV,-6.0347562203462593e-05
AMR_Background_COV,0.00020868055270956116
AMR_Time_COV,-0.0002825695449633329
AMR_Random_COV,-0.0014267463248411828
Plasmid Replicon_Virulence_COV,-3.270438506049969e-05
Plasmid Replicon_Stress_COV,-3.0719502138878406e-05
Plasmid Replicon_Background_COV,-0.0006015381002926545
Plasmid Replicon_Time_COV,0.0006128586226742804
Plasmid Replicon_Random_COV,-0.000814746202276544
Virulence_Stress_COV,-5.115027839170553e-05
Virulence_Background_COV,-0.0005920818746448041
Virulence_Time_COV,0.0009814485139752291
Virulence_Random_COV,0.0008108623461147208
Stress_Background_COV,-7.813714042762801e-05
Stress_Time_COV,3.806932744005629e-05
Stress_Random_COV,-0.00015458593479145217
Background_Time_COV,-0.004781958903964012
Background_Random_COV,0.003969754219660963
Time_Random_COV,0.007706106725763277
TOTAL,0.06441736759064236
TOTAL_DIRECT,
TOTAL_SUMMED,0.06441736759064236
LINEAR_AVG_FIT,0.5105428508589618
LINEAR_VAR_FIT,0.06429763270664486
TOTAL_NO_COV,0.05904435688107075
FRAC_AMR,0.013801068964424946
FRAC_PLASMID REPLICON,0.017196096548988578
FRAC_VIRULENCE,0.023434914091042054
FRAC_STRESS,0.0012335478740698388
FRAC_BACKGROUND,0.10012251381028349
FRAC_TIME,0.14645203277967378
FRAC_RANDOM,0.6977598259315173
